,id,group,description,lemma,score
7612,AG4.5.1.3,4,"3. promocionar el estado como punto turístico seguro y atractivo para los visitantes, mediante la participación en ferias nacionales e internacionales.",participación,19.39
7613,AG4.5.1.3,4,"3. promocionar el estado como punto turístico seguro y atractivo para los visitantes, mediante la participación en ferias nacionales e internacionales.",atractivo,15.89
7614,AG4.5.1.3,4,"3. promocionar el estado como punto turístico seguro y atractivo para los visitantes, mediante la participación en ferias nacionales e internacionales.",feria,13.39
7615,AG4.5.1.3,4,"3. promocionar el estado como punto turístico seguro y atractivo para los visitantes, mediante la participación en ferias nacionales e internacionales.",turístico,5.5
7616,AG4.5.1.3,4,"3. promocionar el estado como punto turístico seguro y atractivo para los visitantes, mediante la participación en ferias nacionales e internacionales.",seguro,1.1
7617,AG4.5.1.3,4,"3. promocionar el estado como punto turístico seguro y atractivo para los visitantes, mediante la participación en ferias nacionales e internacionales.",transnacional,0.6
7618,AG4.5.1.3,4,"3. promocionar el estado como punto turístico seguro y atractivo para los visitantes, mediante la participación en ferias nacionales e internacionales.",nacional,0.3
7619,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,software de aplicación,27.79
7620,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,planeamiento,27.1
7621,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,estado,9.8
7622,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,tecnológico,8.3
7623,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,desarrollo,7.69
7624,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,servicio,7.0
7625,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,calidad,6.09
7626,AG4.5.1.4,4,4. implementar aplicaciones tecnológicas para el desarrollo y planeación de servicios turísticos de calidad del estado.,turístico,5.8
7627,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,infraestructura,21.1
7628,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,uso,19.29
7629,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,habitante,12.89
7630,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,interés,11.8
7631,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,actividad,11.6
7632,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,visitante,11.39
7633,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,ingreso,9.69
7634,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,bueno,1.1
7635,AG4.6.1.1,4,1. generar infraestructura que permita a los visitantes el óptimo aprovechamiento de esos puntos de interés y a sus habitantes desarrollar actividades que mejoren su ingreso.,punto,0.69
7636,AG4.6.1.2,4,2. incrementar la afluencia de visitantes a los municipios.,visitante,37.9
7637,AG4.6.1.2,4,2. incrementar la afluencia de visitantes a los municipios.,afluencia,31.39
7638,AG4.6.1.2,4,2. incrementar la afluencia de visitantes a los municipios.,comuna,30.5
7639,AG4.6.1.3,4,3. fortalecer la conectividad aérea del estado.,conectividad,43.9
7640,AG4.6.1.3,4,3. fortalecer la conectividad aérea del estado.,estado,40.2
7641,AG4.6.1.3,4,3. fortalecer la conectividad aérea del estado.,aéreo,15.8
7642,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",prestación,23.29
7643,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",capital,18.1
7644,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",infraestructura,16.39
7645,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",estado,13.1
7646,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",comuna,12.69
7647,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",servicio,7.09
7648,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",turístico,4.9
7649,AG4.6.1.4,4,"4. fortalecer la infraestructura y prestación del servicio turístico de la ciudad capital, municipios y pueblos mágicos.",mágico,3.9
7650,AG4.6.1.5,4,5. diseñar e implementar el observatorio turístico para generar indicadores y analizar estrategias.,estrategia,31.1
7651,AG4.6.1.5,4,5. diseñar e implementar el observatorio turístico para generar indicadores y analizar estrategias.,observatorio,30.39
7652,AG4.6.1.5,4,5. diseñar e implementar el observatorio turístico para generar indicadores y analizar estrategias.,indicador,28.39
7653,AG4.6.1.5,4,5. diseñar e implementar el observatorio turístico para generar indicadores y analizar estrategias.,turístico,9.8
7654,AG4.6.1.6,4,6. fomentar las certificaciones de calidad en las empresas turísticas del estado.,certificación de calidad,45.59
7655,AG4.6.1.6,4,6. fomentar las certificaciones de calidad en las empresas turísticas del estado.,organización del turismo,35.0
7656,AG4.6.1.6,4,6. fomentar las certificaciones de calidad en las empresas turísticas del estado.,estado,19.29
7657,AG4.6.1.7,4,7. fomentar la capacitación turística en los prestadores de servicios turísticos del estado.,capacitación,34.5
7658,AG4.6.1.7,4,7. fomentar la capacitación turística en los prestadores de servicios turísticos del estado.,prestador,22.5
7659,AG4.6.1.7,4,7. fomentar la capacitación turística en los prestadores de servicios turísticos del estado.,turístico,21.79
7660,AG4.6.1.7,4,7. fomentar la capacitación turística en los prestadores de servicios turísticos del estado.,estado,13.19
7661,AG4.6.1.7,4,7. fomentar la capacitación turística en los prestadores de servicios turísticos del estado.,servicio,7.69
7662,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",administración pública,25.1
7663,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",gobernanza,17.7
7664,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",marco,12.3
7665,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",desarrollo,10.8
7666,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",seguridad,10.19
7667,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",accesibilidad,8.89
7668,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",transporte,8.0
7669,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",movilidad,5.59
7670,AG5.1.1.1,4,"1. modernizar el marco legal y la administración pública para mejorar la gobernanza de la movilidad, fortaleciendo el desarrollo orientado al transporte, la accesibilidad y la seguridad.",legal,0.89
7671,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",sistema incrustado,17.1
7672,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",anteproyecto,14.19
7673,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",medio de transporte público,12.1
7674,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",programa,11.39
7675,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",operación,9.39
7676,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",asunto,9.0
7677,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",accesibilidad,6.09
7678,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",aspecto,5.5
7679,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",control,5.09
7680,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",cobertura,4.5
7681,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",grado,4.5
7682,AG5.1.1.2,4,"2. implementar el sistema integrado de transporte público (sit), definiendo y normando aspectos de planificación, diseño, gestión, operación, control, niveles de servicio, accesibilidad y cobertura.",normando,0.69
7683,AG5.1.1.3,4,"3. gestionar planes, programas, proyectos y acciones en materia de movilidad y accesibilidad universal de los tres órdenes de gobierno.",acción,26.2
7684,AG5.1.1.3,4,"3. gestionar planes, programas, proyectos y acciones en materia de movilidad y accesibilidad universal de los tres órdenes de gobierno.",accesibilidad universal,26.0
7685,AG5.1.1.3,4,"3. gestionar planes, programas, proyectos y acciones en materia de movilidad y accesibilidad universal de los tres órdenes de gobierno.",programa,24.79
7686,AG5.1.1.3,4,"3. gestionar planes, programas, proyectos y acciones en materia de movilidad y accesibilidad universal de los tres órdenes de gobierno.",movilidad,13.6
7687,AG5.1.1.3,4,"3. gestionar planes, programas, proyectos y acciones en materia de movilidad y accesibilidad universal de los tres órdenes de gobierno.",gobierno,8.39
7688,AG5.1.1.3,4,"3. gestionar planes, programas, proyectos y acciones en materia de movilidad y accesibilidad universal de los tres órdenes de gobierno.",serie,0.8
7689,AG5.1.1.4,4,4. impulsar la implementación de estrategias de desarrollo orientado al transporte (dot) con los municipios de la zona conurbada.,implementación,26.1
7690,AG5.1.1.4,4,4. impulsar la implementación de estrategias de desarrollo orientado al transporte (dot) con los municipios de la zona conurbada.,estrategia de desarrollo,22.89
7691,AG5.1.1.4,4,4. impulsar la implementación de estrategias de desarrollo orientado al transporte (dot) con los municipios de la zona conurbada.,transporte,16.5
7692,AG5.1.1.4,4,4. impulsar la implementación de estrategias de desarrollo orientado al transporte (dot) con los municipios de la zona conurbada.,comuna,14.39
7693,AG5.1.1.4,4,4. impulsar la implementación de estrategias de desarrollo orientado al transporte (dot) con los municipios de la zona conurbada.,región,7.3
7694,AG5.1.1.5,4,"5. fortalecer la participación ciudadana en la planificación, diseño y evaluación de las políticas públicas en materia de movilidad.",participación ciudadana,25.2
7695,AG5.1.1.5,4,"5. fortalecer la participación ciudadana en la planificación, diseño y evaluación de las políticas públicas en materia de movilidad.",programa,19.89
7696,AG5.1.1.5,4,"5. fortalecer la participación ciudadana en la planificación, diseño y evaluación de las políticas públicas en materia de movilidad.",política interior,17.5
7697,AG5.1.1.5,4,"5. fortalecer la participación ciudadana en la planificación, diseño y evaluación de las políticas públicas en materia de movilidad.",anteproyecto,16.39
7698,AG5.1.1.5,4,"5. fortalecer la participación ciudadana en la planificación, diseño y evaluación de las políticas públicas en materia de movilidad.",balance,12.6
7699,AG5.1.1.5,4,"5. fortalecer la participación ciudadana en la planificación, diseño y evaluación de las políticas públicas en materia de movilidad.",movilidad,8.19
7700,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",accesibilidad universal,17.1
7701,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",calidad,16.79
7702,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",comodidad,13.3
7703,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",espacio público,13.1
7704,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",gobierno estatal,12.69
7705,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",movilidad,11.0
7706,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",edificio,8.0
7707,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",estilo,5.69
7708,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",trabajador,0.6
7709,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",diario,0.5
7710,AG5.1.1.6,4,"6. promover y fortalecer la movilidad activa de forma cotidiana y segura, garantizando la calidad, confort y accesibilidad universal en el espacio público y los edificios del gobierno estatal.",seguro,0.5
7711,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",logística,20.79
7712,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",mercancía,20.5
7713,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",autotransporte de carga,18.7
7714,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",programa,13.1
7715,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",infraestructura,9.0
7716,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",entidad,6.9
7717,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",eficiente,3.2
7718,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",retrete,3.09
7719,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",sustentable,2.09
7720,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",sede,1.7
7721,AG5.1.1.7,4,"7. hacer eficiente el transporte de carga y logística sustentable de mercancías y servicios, a través de la planificación de la infraestructura y centros logísticos de la entidad.",logístico,0.2
7722,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",político,16.89
7723,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",seguridad vial,9.69
7724,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",siniestralidad,9.0
7725,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",sabiduría,8.1
7726,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",suceso,7.69
7727,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",tránsito,7.5
7728,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",ciudadano,7.19
7729,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",capacitación,6.8
7730,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",jerarquía,6.4
7731,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",visión,5.5
7732,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",movilidad,4.9
7733,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",causa,3.9
7734,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",muerte,3.5
7735,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",evitable,1.6
7736,AG5.1.1.8,4,"8. arraigar la nueva cultura de movilidad, a través de la formación integral de ciudadanos conscientes de la jerarquía vial, mejorando las políticas de seguridad vial que reduzcan la siniestralidad y los hechos de tránsito prevenibles, con una visión de cero muertes por esta causa.",global,0.69
7737,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,río,24.2
7738,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,valle,22.39
7739,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,afluente,21.89
7740,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,regeneración,15.39
7741,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,estrategia,15.0
7742,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,santo,0.4
7743,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,pedro,0.2
7744,AG5.2.1.1,4,1. definir las estrategias para la regeneración de la cuenca del río san pedro y su afluente al río verde.,verde,0.2
7745,AG5.2.1.2,4,2. promover la complementariedad hídrica a través de la reutilización del agua tratada.,complementariedad,37.7
7746,AG5.2.1.2,4,2. promover la complementariedad hídrica a través de la reutilización del agua tratada.,reutilización,28.79
7747,AG5.2.1.2,4,2. promover la complementariedad hídrica a través de la reutilización del agua tratada.,hídrico,14.5
7748,AG5.2.1.2,4,2. promover la complementariedad hídrica a través de la reutilización del agua tratada.,agua,11.0
7749,AG5.2.1.2,4,2. promover la complementariedad hídrica a través de la reutilización del agua tratada.,tratado,7.69
7750,AG5.2.1.3,4,3. definir los mecanismos para la gestión de manera sustentable del agua subterránea.,agua subterránea,32.4
7751,AG5.2.1.3,4,3. definir los mecanismos para la gestión de manera sustentable del agua subterránea.,gestión,27.1
7752,AG5.2.1.3,4,3. definir los mecanismos para la gestión de manera sustentable del agua subterránea.,proceso,22.1
7753,AG5.2.1.3,4,3. definir los mecanismos para la gestión de manera sustentable del agua subterránea.,modo,14.89
7754,AG5.2.1.3,4,3. definir los mecanismos para la gestión de manera sustentable del agua subterránea.,sustentable,3.09
7755,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",calidad de las aguas,14.8
7756,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",conocimiento,14.3
7757,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",paquete de software,13.89
7758,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",disponibilidad,13.0
7759,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",cuenca,12.19
7760,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",cuenca,11.69
7761,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",estudio,10.39
7762,AG5.3.1.1,4,"1. desarrollar programas de estudio de modelación hidrológica de las cuencas el niágara y juchipila, para el conocimiento de la disponibilidad y calidad de las aguas en las cuencas hidrológicas.",hidrológico,8.6
7763,AG5.3.2.1,4,1. concientizar a la población del valor del recurso hídrico y la necesidad de preservarlo.,vecindad,45.9
7764,AG5.3.2.1,4,1. concientizar a la población del valor del recurso hídrico y la necesidad de preservarlo.,recurso hídrico,34.4
7765,AG5.3.2.1,4,1. concientizar a la población del valor del recurso hídrico y la necesidad de preservarlo.,suerte,17.5
7766,AG5.3.2.1,4,1. concientizar a la población del valor del recurso hídrico y la necesidad de preservarlo.,primera espada,2.0
7767,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",productividad,15.5
7768,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",eficiencia,10.1
7769,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",rehabilitación,9.6
7770,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",estado,9.3
7771,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",bordo,8.69
7772,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",región,7.19
7773,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",acequia,6.3
7774,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",agrícola,5.59
7775,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",uso,5.5
7776,AG5.3.3.1,4,"1. mejorar la eficiencia en el uso del agua superficial para incrementar la productividad de las zonas agrícolas del estado de aguascalientes, a través de la rehabilitación (desazolve) de bordos y presas agrícolas que benefician a las unidades de riego.",riego,4.8
